ATL,draft,28.6
ATL,other,86.3
ATL,trade,241.19999999999996
BOS,draft,91.79999999999998
BOS,other,80.79999999999998
BOS,trade,145.79999999999998
BRK,draft,88.50000000000001
BRK,other,72.00000000000001
BRK,trade,191.00000000000006
CHI,draft,96.89999999999999
CHI,other,105.00000000000003
CHI,trade,162.90000000000003
CHO,draft,63.99999999999999
CHO,other,81.5
CHO,trade,160.70000000000005
CLE,draft,120.4
CLE,other,44.70000000000001
CLE,trade,171.5
DAL,draft,43.8
DAL,other,50.29999999999999
DAL,trade,267.9
DEN,draft,51.89999999999999
DEN,other,61.3
DEN,trade,146.10000000000002
DET,draft,104.59999999999998
DET,other,83.29999999999998
DET,trade,221.00000000000003
GSW,draft,94.5
GSW,other,33.6
GSW,trade,136.0
HOU,draft,122.50000000000001
HOU,other,81.90000000000002
HOU,trade,182.60000000000002
IND,draft,198.30000000000004
IND,other,30.199999999999996
IND,trade,203.70000000000002
LAC,draft,47.200000000000024
LAC,other,44.10000000000001
LAC,trade,161.80000000000004
LAL,draft,145.0
LAL,other,161.90000000000003
LAL,trade,140.00000000000003
MEM,draft,71.1
MEM,other,41.49999999999999
MEM,trade,81.60000000000002
MIA,draft,30.699999999999996
MIA,other,153.80000000000004
MIA,trade,208.10000000000002
MIL,draft,80.0
MIL,other,63.19999999999998
MIL,trade,201.10000000000002
MIN,draft,105.60000000000001
MIN,other,117.7
MIN,trade,136.4
NOP,draft,2.8
NOP,other,89.10000000000002
NOP,trade,0.2
NYK,draft,47.49999999999999
NYK,other,148.09999999999997
NYK,trade,185.80000000000004
OKC,draft,36.300000000000004
OKC,other,49.199999999999996
OKC,trade,361.59999999999997
ORL,draft,74.39999999999999
ORL,other,147.10000000000002
ORL,trade,152.1
PHI,draft,92.89999999999999
PHI,other,53.0
PHI,trade,175.9
PHO,draft,24.7
PHO,other,113.79999999999998
PHO,trade,248.79999999999995
POR,draft,54.099999999999994
POR,other,87.30000000000001
POR,trade,287.69999999999993
SAC,draft,108.2
SAC,other,88.6
SAC,trade,190.79999999999998
SAS,draft,204.20000000000002
SAS,other,172.6
SAS,trade,96.10000000000001
TOR,draft,32.800000000000004
TOR,other,42.00000000000001
TOR,trade,173.00000000000006
UTA,draft,278.20000000000016
UTA,other,76.50000000000001
UTA,trade,114.69999999999999
WAS,draft,97.09999999999998
WAS,other,85.90000000000002
WAS,trade,129.2
