"(abdulka01,LAL)"
"(abernto01,GSW)"
"(abernto01,IND)"
"(acresma01,BOS)"
"(acresma01,ORL)"
"(adamsal01,PHO)"
"(adamsmi01,DEN)"
"(adamsmi01,SAC)"
"(adamsmi01,WAS)"
"(addisra01,PHO)"
"(aguirma01,DAL)"
"(aguirma01,DET)"
"(aingeda01,BOS)"
"(aingeda01,SAC)"
"(alarima01,DEN)"
"(alarima01,WAS)"
"(aleksch01,GSW)"
"(alforst01,DAL)"
"(alforst01,GSW)"
"(allenra01,SAC)"
"(allumda01,DAL)"
"(anderdw01,DEN)"
"(andergr01,MIL)"
"(andergr01,SAS)"
"(anderjj01,PHI)"
"(anderjj01,UTA)"
"(andermi01,SAS)"
"(anderni01,ORL)"
"(anderri01,CHO)"
"(anderri01,DEN)"
"(anderri01,HOU)"
"(anderri01,LAC)"
"(anderri01,POR)"
"(anderro01,CLE)"
"(anderro01,IND)"
"(anderro01,PHI)"
"(anderwi01,SAS)"
"(anslemi01,ORL)"
"(architi01,BOS)"
"(architi01,MIL)"
"(arlaujo01,SAC)"
"(armstbj01,CHI)"
"(askewvi01,PHI)"
"(austike01,DET)"
"(awtrede01,OKC)"
"(awtrede01,POR)"
"(baglejo01,BOS)"
"(baglejo01,BRK)"
"(baglejo01,CLE)"
"(baileca01,POR)"
"(baileja01,BRK)"
"(baileja01,HOU)"
"(baileja01,NYK)"
"(baileja01,OKC)"
"(baileja01,PHO)"
"(baileth01,UTA)"
"(ballagr01,GSW)"
"(ballagr01,OKC)"
"(ballagr01,WAS)"
"(banksge01,CHI)"
"(banksge01,SAS)"
"(bannike01,LAC)"
"(bannike01,NYK)"
"(bantomi01,IND)"
"(bantomi01,PHI)"
"(barklch01,PHI)"
"(barroda01,OKC)"
"(batesbi01,LAL)"
"(batesbi01,POR)"
"(batesbi01,WAS)"
"(battljo01,ATL)"
"(battlke01,PHO)"
"(battoda01,SAS)"
"(battoda01,WAS)"
"(bedfowi01,DET)"
"(bedfowi01,PHO)"
"(benjabe01,LAC)"
"(benneme01,CLE)"
"(benneme01,UTA)"
"(bennewi01,CLE)"
"(bensoke01,CLE)"
"(bensoke01,DET)"
"(bensoke01,UTA)"
"(berryri01,SAC)"
"(berrywa01,BRK)"
"(berrywa01,HOU)"
"(berrywa01,POR)"
"(berrywa01,SAS)"
"(bibbyhe01,LAC)"
"(biniojo01,POR)"
"(birdla01,BOS)"
"(birdsot01,BOS)"
"(birdsot01,BRK)"
"(birdsot01,SAC)"
"(blabuw01,DAL)"
"(blabuw01,GSW)"
"(blabuw01,SAS)"
"(blackco01,OKC)"
"(blackna01,SAS)"
"(blackno01,DET)"
"(blackro01,DAL)"
"(blaylmo01,BRK)"
"(blumera01,CHI)"
"(boguemu01,CHO)"
"(boguemu01,WAS)"
"(bolma01,GSW)"
"(bolma01,WAS)"
"(boonero01,UTA)"
"(bosweto01,UTA)"
"(bowiean01,HOU)"
"(bowiean01,SAS)"
"(bowiesa01,BRK)"
"(bowiesa01,POR)"
"(boynewi01,DAL)"
"(bradlal02,NYK)"
"(bradlch01,BOS)"
"(bradlch01,OKC)"
"(bradldu01,ATL)"
"(bradldu01,BRK)"
"(bradldu01,CHI)"
"(bradldu01,IND)"
"(bradldu01,MIL)"
"(bradldu01,PHO)"
"(bradldu01,WAS)"
