"(abdulma02,MEM)"
"(abdulta01,DAL)"
"(abdulta01,DEN)"
"(abdursh01,ATL)"
"(abdursh01,MEM)"
"(abdursh01,POR)"
"(abdursh01,SAC)"
"(ackeral01,DET)"
"(ackeral01,LAC)"
"(adamsha01,BRK)"
"(adamsha01,TOR)"
"(afflaar01,DEN)"
"(afflaar01,DET)"
"(agerma01,BRK)"
"(agerma01,DAL)"
"(ahearbl01,MIA)"
"(ahearbl01,SAS)"
"(ajincal01,CHO)"
"(aldrila01,POR)"
"(alexaco01,CHO)"
"(alexaco01,ORL)"
"(alexaco02,DAL)"
"(alexaco02,NOP)"
"(alexaco02,WAS)"
"(alexajo01,CHI)"
"(alexajo01,MIL)"
"(alexavi01,DET)"
"(allenma01,BRK)"
"(allenma01,CHI)"
"(allenma01,CHO)"
"(allenma01,DAL)"
"(allenma01,DEN)"
"(allenma01,MIA)"
"(allenma01,MIL)"
"(allenra02,BOS)"
"(allenra02,MIL)"
"(allenra02,OKC)"
"(allento01,BOS)"
"(allrela01,CLE)"
"(almonmo01,UTA)"
"(alstora01,BRK)"
"(alstora01,HOU)"
"(alstora01,MIA)"
"(alstora01,MIL)"
"(alstora01,ORL)"
"(alstora01,TOR)"
"(amaecjo01,ORL)"
"(amaecjo01,UTA)"
"(amundlo01,PHI)"
"(amundlo01,PHO)"
"(amundlo01,UTA)"
"(anderal01,CHO)"
"(anderan02,OKC)"
"(anderch01,DEN)"
"(anderch01,NOP)"
"(anderda03,HOU)"
"(anderde01,CHO)"
"(anderde01,HOU)"
"(anderde01,MIA)"
"(anderde01,POR)"
"(anderde01,SAS)"
"(anderke01,ATL)"
"(anderke01,BOS)"
"(anderke01,IND)"
"(anderke01,LAC)"
"(anderke01,NOP)"
"(anderke01,OKC)"
"(anderni01,MEM)"
"(anderni01,SAC)"
"(anderry01,BRK)"
"(anderry01,ORL)"
"(andersh01,HOU)"
"(andersh01,MIA)"
"(andersh01,NYK)"
"(andrima01,CLE)"
"(anthoca01,DEN)"
"(anthogr01,CHI)"
"(anthogr01,MIL)"
"(anthogr01,POR)"
"(anthojo01,MIA)"
"(araujra01,TOR)"
"(araujra01,UTA)"
"(archiro01,MEM)"
"(archiro01,ORL)"
"(archiro01,PHO)"
"(archiro01,TOR)"
"(arenagi01,GSW)"
"(arenagi01,WAS)"
"(arizatr01,HOU)"
"(arizatr01,LAL)"
"(arizatr01,NYK)"
"(arizatr01,ORL)"
"(armstbr01,BRK)"
"(armstda01,BRK)"
"(armstda01,DAL)"
"(armstda01,IND)"
"(armstda01,NOP)"
"(armstda01,ORL)"
"(armsthi01,HOU)"
"(armsthi01,NOP)"
"(armsthi01,SAC)"
"(arroyca01,DEN)"
"(arroyca01,DET)"
"(arroyca01,MIA)"
"(arroyca01,ORL)"
"(arroyca01,TOR)"
"(arroyca01,UTA)"
"(artesro01,CHI)"
"(artesro01,HOU)"
"(artesro01,IND)"
"(artesro01,LAL)"
"(artesro01,SAC)"
"(arthuda01,MEM)"
"(atkinch01,BOS)"
"(atkinch01,DEN)"
"(atkinch01,DET)"
"(atkinch01,LAL)"
"(atkinch01,MEM)"
"(atkinch01,OKC)"
"(atkinch01,WAS)"
"(augmost01,CHO)"
"(augmost01,NOP)"
"(augmost01,ORL)"
"(augmost01,POR)"
"(augusdj01,CHO)"
"(augusja01,ORL)"
"(austiis01,MEM)"
"(averywi01,MIN)"
"(azubuke01,GSW)"
"(bagarda01,CHI)"
"(bakerma01,LAC)"
"(bakerma01,POR)"
"(bakervi01,BOS)"
"(bakervi01,HOU)"
"(bakervi01,LAC)"
"(bakervi01,NYK)"
"(bakervi01,OKC)"
"(balkmre01,DEN)"
"(balkmre01,NYK)"
"(banksma01,BOS)"
"(banksma01,MIA)"
"(banksma01,MIN)"
"(banksma01,PHO)"
"(banksma01,TOR)"
"(barbole01,PHO)"
"(bareajo01,DAL)"
"(bargnan01,TOR)"
"(barkler01,POR)"
"(barnema02,GSW)"
"(barnema02,LAC)"
"(barnema02,NYK)"
"(barnema02,ORL)"
"(barnema02,PHI)"
"(barnema02,PHO)"
"(barnema02,SAC)"
"(barrean01,CHI)"
"(barrean01,HOU)"
"(barrean01,LAC)"
"(barrean01,ORL)"
"(barrean01,PHO)"
"(barrean01,TOR)"
"(barroda01,BOS)"
"(barroda01,DET)"
"(barroea01,MIA)"
"(barroea01,NYK)"
"(barrybr01,HOU)"
"(barrybr01,OKC)"
"(barrybr01,SAS)"
"(barryjo01,ATL)"
"(barryjo01,DEN)"
"(barryjo01,DET)"
"(barryjo01,HOU)"
"(barryjo01,SAC)"
"(basdeed01,CHI)"
"(bassbr01,DAL)"
"(bassbr01,NOP)"
"(bassbr01,ORL)"
"(bastoma01,IND)"
"(bastoma01,TOR)"
"(bateeme01,DEN)"
"(bateeme01,SAS)"
"(bateeme01,TOR)"
"(batises01,ATL)"
