GSW,MIL,2.6
LAC,ATL,29.1
MIL,LAL,-0.4
LAC,POR,47.1
CLE,IND,6.8
MIN,MIL,10.2
DEN,ATL,2.9
PHO,CHO,6.1
DAL,MIN,4.7
DEN,POR,1
WAS,POR,11.9
MIL,PHO,14.8
DAL,MIA,6.7
MIA,MIL,15.9
PHI,PHO,44.4
MIN,PHI,9.2
PHO,SAC,5.9
SAC,MIA,19.9
POR,CHI,0
ATL,UTA,19.6
PHO,WAS,0
ORL,MIL,1.4
UTA,CLE,2
CLE,ORL,0.4
CHI,CLE,7.1
GSW,PHI,2.4
MIL,DAL,0.3
CHO,POR,0.1
MIL,DEN,0.2
SAS,GSW,0.3
PHI,OKC,70.5
IND,PHI,15.4
DEN,MIA,5.9
OKC,MIN,-0.3
ORL,SAS,4.2
LAL,ATL,3.3
SAC,CHO,1.2
MIA,HOU,9.6
UTA,DET,25
CHI,DET,3.4
CHO,WAS,8.2
BRK,CLE,0
IND,CHI,0
CHI,BRK,15.6
MIN,CHI,13.1
SAS,DEN,1.1
OKC,LAC,16.2
MIN,UTA,25.6
DEN,CHO,0.4
WAS,CHO,2.5
CLE,PHO,180.1
PHO,POR,-0.1
GSW,CHI,0.2
OKC,SAC,0.9
MIL,IND,1.6
PHI,DET,1.1
NYK,DAL,1
DAL,PHI,0
BRK,LAL,2
NYK,DEN,3.8
GSW,MIA,11.4
PHO,NYK,4.6
OKC,SAS,5.5
CHO,MIL,-0.2
BOS,DAL,0
LAL,NYK,0.2
CHI,ORL,0.8
MIL,BOS,4.7
HOU,DAL,11
LAC,PHI,38
PHI,BRK,33.3
MIA,ATL,59
POR,CHO,1
OKC,MIL,41.9
WAS,PHI,4.9
CHO,SAS,10.1
PHO,MIL,26.9
ORL,WAS,4.5
ORL,LAC,4.2
CHO,NYK,-0.1
MIA,SAC,2.8
LAC,CHI,0
CHI,PHO,3.1
PHI,CLE,65.2
DET,PHO,6.4
WAS,UTA,18.2
CHO,HOU,0
LAL,SAS,21.4
CLE,BRK,11.9
SAC,CHI,1.1
HOU,GSW,2.2
BRK,ORL,0
OKC,NYK,40.3
DET,OKC,0
PHO,SAS,3.3
DAL,CHI,0.9
CHI,OKC,24.2
BOS,IND,7.6
IND,CHO,0.7
ATL,MIA,5.7
PHO,CLE,71.3
CHI,LAC,1.8
IND,DAL,5.2
OKC,BRK,1.2
ATL,GSW,11.4
POR,GSW,0.3
DET,SAC,19
HOU,MIA,2
CHI,SAC,2.1
LAC,BOS,4.9
UTA,SAC,4.7
DET,WAS,5.7
DET,LAC,24
BOS,MIA,6
CLE,HOU,1.6
SAS,CHI,11
OKC,DET,0
CHO,BRK,9.7
SAS,UTA,3.9
BRK,ATL,58.4
GSW,DAL,1.4
BRK,POR,50.4
GSW,DEN,-0.1
DAL,BOS,0.9
SAC,BOS,30.4
MIN,DAL,0
ORL,OKC,0
PHI,SAS,6.3
SAS,PHI,13.8
DET,MIN,0.2
LAL,BRK,6.2
BRK,WAS,1.1
UTA,MIN,7
PHO,DET,17.1
CHI,MIN,0.5
BRK,SAC,4.2
CHO,CLE,0.2
ATL,DEN,0
POR,DEN,8.1
HOU,CHO,0.1
MIN,IND,14
CLE,MIL,0.4
CHI,POR,0.8
UTA,ATL,14.8
MIL,UTA,6.1
NYK,CHO,0
IND,BOS,7.2
SAS,CHO,8.1
DEN,DAL,4.2
WAS,DAL,0
LAC,DEN,2.9
CHO,PHO,7.3
CHI,NYK,72.8
DET,NYK,4.7
MIA,DET,27.2
LAC,DAL,36.5
WAS,DEN,31.1
PHI,MIN,5.1
CHI,HOU,6.3
MIL,MIA,-0.1
BRK,MIL,3.8
DAL,DEN,0
OKC,PHO,4.2
ORL,BRK,4.7
CHO,OKC,11.2
SAC,DAL,11.6
BRK,SAS,1.4
CLE,LAC,52.8
OKC,LAL,27.9
LAC,IND,31.8
MIA,CLE,4.8
DET,MIL,0.1
PHI,WAS,53.3
POR,BOS,3.7
PHI,LAC,25.2
DEN,GSW,0.5
WAS,GSW,9.4
PHO,LAL,19.3
MIL,CHO,0.7
ORL,CLE,0.3
LAC,GSW,-0.2
CLE,ATL,0.8
BRK,HOU,2.4
NYK,CHI,28.7
UTA,MIL,32.2
LAL,OKC,36.8
DAL,IND,69.6
LAL,PHO,7.9
SAC,IND,9.6
PHO,OKC,15.6
DET,SAS,40.9
CHI,SAS,18.6
UTA,SAS,0.2
BOS,UTA,0
HOU,CHI,0.5
SAC,GSW,15.3
CHO,IND,0
SAS,POR,32.9
CLE,MIA,0
LAL,DEN,3.9
GSW,CLE,25.7
PHI,CHO,20.9
DEN,ORL,0
DET,PHI,0
MIA,BOS,10.1
HOU,SAS,1
SAC,OKC,17.5
GSW,BRK,1.8
MIL,POR,3.2
OKC,DEN,2.9
BRK,PHI,20.4
MIL,MIN,7.3
BOS,MIL,4.6
SAC,PHO,13.7
NYK,SAS,13.5
SAS,SAC,0.4
LAC,OKC,40.5
OKC,DAL,1
MIA,GSW,3
PHI,CHI,3.5
NYK,SAC,1.2
PHI,UTA,55
CLE,PHI,5.5
GSW,ORL,68.6
POR,PHO,3.1
HOU,SAC,11.4
DAL,CLE,65.4
BOS,LAC,7.9
DET,MIA,11
MIL,SAS,43.5
ORL,DEN,7.1
NYK,MIN,0
HOU,POR,0
MIN,OKC,0.2
DEN,DET,6.8
DAL,DET,17.9
UTA,CHO,7.5
HOU,MIN,-0.3
GSW,LAL,4.6
DEN,BRK,4.9
NYK,POR,1.2
SAS,HOU,0
CHO,UTA,12.7
DET,DAL,5.1
WAS,HOU,0
LAC,HOU,4.9
DET,DEN,2.4
IND,LAC,41.1
DEN,NYK,0
DAL,NYK,21.9
GSW,WAS,32.6
SAC,HOU,54.5
GSW,LAC,2.8
PHO,PHI,16.2
ATL,SAC,41.7
POR,SAC,3
DEN,MIL,9.1
BRK,DEN,26.8
CHI,IND,2.4
OKC,PHI,8.3
GSW,ATL,2.2
NYK,PHO,1.3
SAC,SAS,10.7
CHI,GSW,2.7
NYK,OKC,0
DAL,MIL,0
PHI,IND,4.8
WAS,SAC,0.3
LAL,MIA,8.4
PHI,GSW,15.6
DEN,WAS,34.6
UTA,BOS,3.6
LAC,SAC,2.5
POR,SAS,8.6
DAL,WAS,1.9
DAL,LAC,3
SAS,PHO,-0.1
MIN,HOU,8.5
OKC,MIA,0
IND,MIL,0
MIL,OKC,35.6
SAC,POR,11.4
ATL,HOU,37.3
POR,HOU,25.6
BOS,BRK,0
