ATL,OKC,7
POR,OKC,11.3
DAL,CLE,13.6
BOS,LAC,21.4
IND,LAL,17.4
DAL,BRK,9.2
HOU,POR,31.6
DEN,DET,10.5
DEN,BRK,0
NYK,POR,0
SAS,HOU,14.4
WAS,HOU,7.7
LAC,HOU,70.4
DET,DEN,-0.4
IND,LAC,6.1
GSW,WAS,38.3
ATL,POR,23.6
GSW,LAC,4
ATL,SAC,0
HOU,OKC,10.3
BRK,DEN,4
CHI,IND,1.7
GSW,ATL,1.8
BRK,DAL,6.3
NYK,PHO,16
SAC,SAS,1.5
UTA,GSW,21.9
CHI,GSW,0
