"(abdelal01,BOS)"
"(abdelal01,MIL)"
"(abdelal01,PHI)"
"(abdelal01,POR)"
"(abdelal01,SAC)"
"(abdulma02,DEN)"
"(abdulma02,SAC)"
"(abdulta01,DEN)"
"(abdulta01,ORL)"
"(abdulta01,SAC)"
"(abdursh01,MEM)"
"(acresma01,HOU)"
"(acresma01,ORL)"
"(acresma01,WAS)"
"(adamsmi01,CHO)"
"(adamsmi01,DEN)"
"(adamsmi01,WAS)"
"(addisra01,BRK)"
"(addisra01,CHO)"
"(addisra01,DET)"
"(aguirma01,DET)"
"(aguirma01,LAC)"
"(aingeda01,PHO)"
"(aingeda01,POR)"
"(alarima01,WAS)"
"(alexaco01,DEN)"
"(alexaco01,SAS)"
"(alexaga01,CLE)"
"(alexaga01,MIA)"
"(alexavi01,GSW)"
"(alforst01,DAL)"
"(allenje01,DEN)"
"(allenje01,IND)"
"(allenje01,MIN)"
"(allenra02,MIL)"
"(alstode01,ATL)"
"(alstode01,PHI)"
"(alstora01,MIL)"
"(alumape01,SAC)"
"(amaecjo01,CLE)"
"(amaecjo01,ORL)"
"(amayaas01,MEM)"
"(amayaas01,WAS)"
"(anderde01,CLE)"
"(anderde01,LAC)"
"(anderer01,NYK)"
"(andergr01,ATL)"
"(andergr01,BRK)"
"(andergr01,DEN)"
"(andergr01,DET)"
"(andergr01,MIL)"
"(andergr01,SAS)"
"(anderke01,BOS)"
"(anderke01,BRK)"
"(anderke01,CHO)"
"(anderke01,POR)"
"(anderni01,ORL)"
"(anderni01,SAC)"
"(anderro01,BRK)"
"(anderro01,PHI)"
"(anderro01,WAS)"
"(andersh01,HOU)"
"(andersh01,UTA)"
"(anderwi01,MIA)"
"(anderwi01,NYK)"
"(anderwi01,SAS)"
"(anderwi01,TOR)"
"(anslemi01,CHO)"
"(anslemi01,ORL)"
"(anslemi01,PHI)"
"(anstech01,CHI)"
"(anstech01,DAL)"
"(anthogr01,MEM)"
"(anthogr01,NYK)"
"(anthogr01,OKC)"
"(anthogr01,POR)"
"(armstbj01,CHI)"
"(armstbj01,CHO)"
"(armstbj01,GSW)"
"(armstbj01,ORL)"
"(armstda01,ORL)"
"(artesro01,CHI)"
"(askewvi01,BRK)"
"(askewvi01,DEN)"
"(askewvi01,GSW)"
"(askewvi01,IND)"
"(askewvi01,OKC)"
"(askewvi01,POR)"
"(askewvi01,SAC)"
"(askinke01,MIA)"
"(atkinch01,ORL)"
"(augmost01,ATL)"
"(augmost01,DET)"
"(augmost01,POR)"
"(austiis01,LAC)"
"(austiis01,MIA)"
"(austiis01,ORL)"
"(austiis01,PHI)"
"(austiis01,UTA)"
"(austiis01,WAS)"
"(aventan01,LAC)"
"(aventan01,MEM)"
"(aventan01,MIL)"
"(aventan01,ORL)"
"(aventan01,UTA)"
"(averywi01,MIN)"
"(babicmi01,CLE)"
"(babicmi01,MIA)"
"(baglejo01,ATL)"
"(baglejo01,BOS)"
"(baileth01,MIN)"
"(baileth01,UTA)"
"(baileto01,PHO)"
"(bakerla01,TOR)"
"(bakervi01,MIL)"
"(bakervi01,OKC)"
"(ballce01,LAC)"
"(bannike01,LAC)"
"(bardost01,DAL)"
"(bardost01,DET)"
"(bardost01,SAS)"
"(barklch01,HOU)"
"(barklch01,PHI)"
"(barklch01,PHO)"
"(barroda01,BOS)"
"(barroda01,OKC)"
"(barroda01,PHI)"
"(barrybr01,CHI)"
"(barrybr01,LAC)"
"(barrybr01,MIA)"
"(barrybr01,OKC)"
"(barrydr01,ATL)"
"(barrydr01,GSW)"
"(barrydr01,OKC)"
"(barryjo01,ATL)"
"(barryjo01,GSW)"
"(barryjo01,LAL)"
"(barryjo01,MIL)"
"(barryjo01,SAC)"
"(battito01,BOS)"
"(battito01,DEN)"
"(battljo01,ATL)"
"(battljo01,CLE)"
"(battlke01,BOS)"
"(battlke01,DEN)"
"(battlke01,GSW)"
"(battlke01,PHO)"
"(bazarse01,ATL)"
"(beckco01,CHO)"
"(beckco01,DET)"
"(bedfowi01,DET)"
"(bedfowi01,SAS)"
"(bendejo01,IND)"
"(benjabe01,BRK)"
"(benjabe01,CLE)"
"(benjabe01,LAC)"
"(benjabe01,LAL)"
"(benjabe01,MEM)"
"(benjabe01,MIL)"
"(benjabe01,OKC)"
"(benjabe01,PHI)"
"(benjabe01,TOR)"
"(benjaco01,CHI)"
"(benneel01,CLE)"
"(benneel01,DEN)"
"(benneel01,HOU)"
"(benneel01,PHI)"
"(bennema01,CHI)"
"(bennema01,LAC)"
"(bennema01,LAL)"
"(bennema01,PHO)"
